,avgAnnCount,avgDeathsPerYear,TARGET_deathRate,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,binnedInc,MedianAge,MedianAgeMale,MedianAgeFemale,Geography,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,PctMarriedHouseholds,BirthRate
2249,139.0,56,157.0,412.6,51182,27964,10.7,0.0,"(51046.4, 54545.6]",41.2,39.6,42.4,"Wells County, Indiana",2.52,58.4,16.8,34.9,43.5,4.8,41.8,11.8,61.9,4.1,72.7,56.8,49.2,31.1,15.2,96.82328393,0.69074687,0.604403511,0.859835948,57.92632259,5.617591479
2254,86.0,30,142.4,428.5,45229,13886,12.4,144.0299582,"(45201, 48021.6]",45.1,44.0,45.9,"Allamakee County, Iowa",2.26,61.1,9.4,39.2,39.6,11.7,42.1,11.6,61.4,6.0,72.2,52.9,43.5,35.2,15.5,96.67140825,0.704125178,0.277382646,0.327169275,55.70436508,8.380520951
2258,705.0,261,170.9,488.7,51331,133455,14.5,172.3427373,"(51046.4, 54545.6]",34.7,33.9,35.6,"Black Hawk County, Iowa",2.42,46.0,6.5,21.3,63.5,8.7,32.7,17.9,62.8,6.6,75.7,59.4,54.6,31.3,14.6,85.21917643,9.154993358,1.695145514,1.507215312,45.50658271,5.535521096
2274,305.0,127,191.8,483.1,48528,47768,12.9,20.93451683,"(48021.6, 51046.4]",42.1,41.2,43.3,"Clinton County, Iowa",2.36,52.1,17.6,32.1,42.9,7.3,36.3,13.9,61.1,4.8,74.3,55.6,50.4,36.2,16.5,93.62142045,2.795409904,0.665770702,0.5892691,49.030747,4.6635126
2276,267.0,80,132.6,438.9,79173,80133,6.2,0.0,"(61494.5, 125635]",34.7,34.2,35.0,"Dallas County, Iowa",2.69,61.2,18.0,28.0,34.1,19.9,21.1,32.5,72.6,2.6,85.2,74.0,65.8,19.3,8.7,91.9911339,1.125620894,3.406238317,1.236447151,60.71467401,6.526994359
2284,121.0,54,216.4,482.0,34010,25229,28.2,0.0,"[22640, 34218.1]",36.2,35.3,38.5,"Tattnall County, Georgia",2.46,43.4,46.4,27.2,25.8,0.6,38.0,6.9,35.5,7.9,57.2,42.0,35.2,37.2,20.8,61.03865307,28.98980318,0.343846336,6.61607778,50.55837563,8.461219411
2289,207.0,78,183.9,493.1,36303,40764,28.6,0.0,"(34218.1, 37413.8]",35.1,33.2,37.9,"Tift County, Georgia",2.76,42.3,17.5,24.9,52.9,4.8,33.6,8.7,50.7,5.8,47.9,37.9,33.5,37.4,24.8,64.25086425,29.74722338,1.372986491,3.167675975,42.25950308,6.308457711
2299,415.0,169,193.3,472.9,52082,88399,15.6,0.0,"(51046.4, 54545.6]",38.5,37.0,39.3,"Walton County, Georgia",2.88,57.1,14.7,42.0,39.6,3.7,35.6,12.5,56.7,7.9,68.9,54.3,47.8,30.0,15.6,79.61972599,15.98473336,1.252885697,0.620642452,60.72740756,5.68799466
2302,112.0,46,186.4,463.6,36137,20816,30.2,0.0,"(34218.1, 37413.8]",40.0,37.8,42.1,"Washington County, Georgia",2.64,41.3,21.9,43.1,32.6,2.4,41.5,9.4,44.5,12.2,56.9,43.4,36.5,38.4,22.6,45.59057012,52.61005533,0.519605485,0.27904739,43.6791148,5.967408768
2305,27.0,14,179.9,340.7,30264,7903,38.9,0.0,"[22640, 34218.1]",38.4,36.1,46.2,"Wheeler County, Georgia",2.16,34.6,30.5,56.1,13.4,0.0,54.8,4.0,19.5,10.0,43.4,34.7,32.5,44.5,31.7,58.10708899,41.65409754,0.0,0.0,47.61431412,5.070993915
2321,183.0,68,155.8,422.8,47292,44990,15.0,22.22716159,"(45201, 48021.6]",32.9,32.9,32.9,"Bingham County, Idaho",3.07,58.9,17.2,41.7,38.1,3.0,29.4,12.6,59.5,7.1,65.8,53.0,45.3,30.9,18.4,86.4558328,0.29290638,0.706939459,4.281278217,62.64117567,7.30438263
2322,89.0,21,94.4,380.7,63490,21592,10.6,46.31344943,"(61494.5, 125635]",43.0,42.4,43.6,"Blaine County, Idaho",2.35,59.8,17.5,40.5,33.9,8.1,18.0,30.6,70.8,4.1,68.6,52.8,32.4,23.3,13.8,89.8024309,0.089164203,1.243605988,7.358393167,51.75930076,7.863131656
2325,409.0,134,137.4,420.4,51440,110089,15.5,36.33423866,"(51046.4, 54545.6]",32.4,32.1,32.8,"Bonneville County, Idaho",2.9,56.8,16.7,40.7,37.0,5.6,27.5,19.1,60.8,5.6,70.0,55.8,44.7,28.7,15.0,90.22340149,0.455523806,0.837755594,5.401343378,58.56730088,7.807625299
2327,13.0,4,107.2,351.1,42907,2501,14.8,0.0,"(42724.4, 45201]",40.9,40.9,40.9,"Butte County, Idaho",2.59,56.6,46.3,13.8,40.0,0.0,36.5,11.3,46.9,6.8,61.7,44.2,35.6,35.7,19.1,92.91368262,1.997738409,0.490011308,0.753863551,55.89692765,4.31372549
2332,29.0,11,160.5,447.3,42704,4087,15.7,489.3564962,"(40362.7, 42724.4]",52.0,50.4,52.3,"Custer County, Idaho",2.33,62.7,34.5,23.6,38.5,3.4,34.8,18.3,49.8,3.3,68.5,50.3,39.4,33.9,14.0,97.47283892,0.0,0.023618328,0.401511573,61.0073571,3.808180536
2339,88.0,30,136.4,402.5,52428,27157,11.5,0.0,"(51046.4, 54545.6]",31.1,31.0,31.2,"Jefferson County, Idaho",3.3,61.8,18.9,39.8,39.2,2.1,30.8,15.3,60.9,6.1,68.0,53.7,41.7,29.9,16.2,93.35622574,0.194087787,0.007464915,3.250970439,67.55122192,6.959459459
2343,55.0,20,142.6,435.5,37869,7735,18.2,0.0,"(37413.8, 40362.7]",51.2,51.2,51.2,"Lemhi County, Idaho",2.03,57.8,12.5,60.0,25.4,2.2,33.7,15.5,48.1,6.1,63.2,36.8,27.4,44.3,18.4,95.78947368,0.346598203,0.410783055,0.410783055,49.31470035,5.332359386
2346,74.0,22,125.2,376.2,36065,38273,27.1,0.0,"(34218.1, 37413.8]",23.2,23.8,22.3,"Madison County, Idaho",3.6,53.6,4.3,16.6,73.5,5.6,15.8,23.3,56.7,10.2,76.0,65.5,44.4,21.6,13.5,95.3159616,0.693638569,1.099799557,0.967929106,71.70305677,6.963315217
2355,399.0,144,165.4,471.4,44236,82375,14.5,461.3050076,"(42724.4, 45201]",34.5,33.5,35.4,"Twin Falls County, Idaho",2.71,55.7,16.3,28.5,53.9,1.3,28.9,12.0,60.2,5.9,65.0,49.1,40.0,31.1,16.5,92.91160442,0.507474626,1.597420129,2.141142943,55.38477444,8.551754776
2356,54.0,18,131.6,410.8,49380,10103,11.7,0.0,"(48021.6, 51046.4]",49.4,49.4,49.4,"Valley County, Idaho",2.99,50.9,19.5,44.4,36.2,0.0,28.6,21.1,53.1,5.7,59.7,40.3,32.6,40.3,19.4,98.29218107,0.041152263,0.164609053,0.051440329,55.92848181,1.604584527
2363,229.0,87,172.2,486.3,52138,33587,13.1,2768.928454,"(51046.4, 54545.6]",43.4,42.4,44.4,"Bureau County, Illinois",2.4,55.4,18.0,38.4,37.5,6.0,39.4,11.3,59.1,7.6,70.1,52.2,46.0,36.8,19.2,94.86149787,0.595046167,0.765059358,2.233621574,53.04143193,5.996296824
2370,97.0,37,190.0,521.0,45709,13428,13.6,0.0,"(45201, 48021.6]",42.8,42.1,44.4,"Clay County, Illinois",2.39,56.5,17.7,37.1,33.7,11.5,38.6,11.1,57.7,6.7,62.2,41.9,35.9,46.2,24.8,97.74701811,0.544838757,0.16197909,0.0,54.57013575,6.40518172
2374,139.0,52,191.5,536.7,45889,19414,15.2,0.0,"(45201, 48021.6]",42.4,40.8,44.7,"Crawford County, Illinois",2.37,52.9,18.1,29.3,46.9,5.7,33.6,11.9,52.1,6.8,68.1,50.2,43.4,38.3,19.7,92.93792539,3.561741978,0.404278184,0.204697815,53.84514436,3.962879358
2375,69.0,30,201.4,489.0,49567,10898,12.2,0.0,"(48021.6, 51046.4]",41.6,40.7,42.7,"Cumberland County, Illinois",2.51,56.1,14.0,36.1,40.3,9.5,37.2,9.8,56.7,7.4,68.1,51.5,44.1,40.1,21.7,98.11751805,0.210180024,0.849858357,0.0,55.0812065,6.796116505
2382,748.0,187,129.9,480.8,86413,212438,6.3,47.07255764,"(61494.5, 125635]",38.0,37.3,38.4,"Forsyth County, Georgia",3.14,62.6,19.3,30.2,39.2,11.3,19.3,31.1,63.7,6.2,79.6,69.9,61.5,16.8,8.1,84.90389123,2.905684992,8.280335922,1.704580199,70.02327635,5.246691229
2385,156.0,51,136.4,408.2,40010,29400,19.7,0.0,"(37413.8, 40362.7]",45.1,44.2,45.9,"Gilmer County, Georgia",2.58,59.3,25.4,42.9,28.9,2.8,35.5,10.9,46.7,10.0,51.5,35.1,27.8,41.1,22.7,92.35517734,1.196247341,0.449900603,4.600146479,58.65270824,6.54966528
2388,266.0,105,191.7,478.8,43880,56574,17.8,0.0,"(42724.4, 45201]",37.0,35.5,38.6,"Gordon County, Georgia",2.83,53.8,27.2,36.2,33.9,2.8,35.7,8.1,54.4,8.3,56.1,45.5,41.0,33.9,21.4,90.25568538,4.525040706,1.082502818,2.52822559,55.57090946,6.428197261
2392,244.0,94,180.5,477.0,40994,43996,15.3,0.0,"(40362.7, 42724.4]",38.8,38.1,39.3,"Habersham County, Georgia",2.74,53.7,20.0,36.2,38.0,5.8,34.0,10.1,49.1,7.7,60.3,46.1,41.1,33.8,18.2,87.82364969,3.848186183,2.196337905,4.293886553,57.34660926,6.010723356
2396,160.0,51,139.4,417.0,66249,33381,9.5,59.91432252,"(61494.5, 125635]",43.1,42.2,44.0,"Harris County, Georgia",2.79,56.7,14.2,25.1,52.4,8.3,27.4,15.7,56.9,8.0,73.7,56.0,47.0,28.8,13.6,78.50256285,16.30461313,0.89394679,0.430192824,62.51512532,5.808219178
2398,62.0,24,178.8,475.7,41348,11539,19.0,0.0,"(40362.7, 42724.4]",40.1,39.7,40.5,"Heard County, Georgia",2.65,52.2,28.4,30.1,36.2,5.3,43.2,6.7,49.6,12.1,53.3,41.8,37.4,39.7,26.3,87.07928037,9.830420935,0.034432297,0.025824223,51.36070111,5.545147996
2402,303.0,124,213.2,493.1,51931,63360,13.5,0.0,"(51046.4, 54545.6]",38.3,37.5,38.9,"Jackson County, Georgia",2.88,56.7,17.6,40.7,40.1,1.6,34.3,13.1,56.5,7.9,67.6,54.8,47.9,27.4,14.7,88.42885054,7.219146858,1.820253989,0.704982091,59.92968453,4.117165096
2416,457.0,167,180.9,485.0,38887,112865,24.5,70.88114119,"(37413.8, 40362.7]",29.4,28.4,30.4,"Lowndes County, Georgia",2.78,40.6,13.9,25.7,55.0,5.4,28.3,14.2,51.8,13.0,58.5,45.8,33.8,31.5,19.3,57.79175464,36.12801781,1.741119935,1.628048727,42.70748576,6.143722718
2417,169.0,50,158.1,536.1,44653,31408,18.6,0.0,"(42724.4, 45201]",36.0,35.5,36.6,"Lumpkin County, Georgia",2.66,47.5,9.3,23.2,58.6,8.9,28.6,18.0,55.0,8.2,66.3,50.9,40.6,28.9,15.4,94.64441642,2.263833641,0.278128133,0.417192199,50.8388959,3.509433962
2421,168.0,71,227.2,534.0,45557,28441,19.7,0.0,"(45201, 48021.6]",40.2,39.6,40.6,"Madison County, Georgia",2.75,50.8,18.6,35.9,38.1,7.4,39.9,8.8,50.8,8.7,59.0,46.9,40.3,34.9,21.3,85.08784358,8.98271465,1.222017569,3.347265514,52.26091221,5.50827789
2428,106.0,39,172.3,471.5,50295,18046,15.0,3657.320182,"(48021.6, 51046.4]",43.2,44.0,42.3,"Morgan County, Georgia",2.76,53.8,10.0,45.9,39.9,4.2,34.8,13.9,53.8,6.9,66.2,48.1,41.1,33.8,17.0,73.8603352,23.17877095,0.441340782,0.56424581,56.46618884,3.7027833
2430,947.0,362,190.0,504.8,41783,200579,21.9,174.4948374,"(40362.7, 42724.4]",33.5,31.5,35.5,"Muscogee County, Georgia",2.61,39.5,12.5,32.3,48.8,6.4,27.7,15.0,50.2,11.0,62.4,46.4,32.3,34.9,19.3,45.81820905,44.76770602,2.407569214,2.719624535,39.01594283,6.992367626
2443,38.0,13,127.0,374.8,25807,7193,36.3,0.0,"[22640, 34218.1]",39.2,35.0,44.0,"Randolph County, Georgia",2.54,40.7,36.4,34.4,25.9,3.3,35.3,7.1,43.9,10.4,41.8,29.3,20.9,47.8,30.8,34.76418319,61.88653452,2.077922078,0.15037594,39.83536149,10.85271318
2447,82.0,39,214.9,475.8,34012,14162,26.2,353.0574778,"[22640, 34218.1]",40.0,37.8,41.7,"Screven County, Georgia",2.61,45.1,30.1,33.0,36.3,0.6,42.2,9.1,48.2,9.8,52.0,40.1,34.1,38.7,24.9,55.93411235,41.99633957,0.042235675,0.056314233,45.70888469,7.930489731
2449,361.0,139,196.2,511.1,35555,64051,27.4,0.0,"(34218.1, 37413.8]",38.2,36.3,40.0,"Spalding County, Georgia",2.76,44.8,25.8,34.4,36.8,2.9,36.5,10.0,47.2,12.4,54.3,41.6,37.0,39.8,23.9,63.07203357,32.89652905,0.919011163,1.097490332,45.6838491,5.051532411
2457,1962.667684,111,148.8,453.5494221,88500,98741,4.8,638.0328334,"(61494.5, 125635]",36.9,36.1,37.6,"Carver County, Minnesota",2.76,62.3,13.1,26.7,45.7,14.5,21.2,32.0,73.2,3.8,87.5,76.6,68.6,17.0,7.4,93.04706681,1.187901583,2.522070731,0.607010395,64.90514511,5.473379087
2462,1962.667684,23,184.9,453.5494221,43674,8803,17.8,0.0,"(42724.4, 45201]",42.5,41.5,43.7,"Clearwater County, Minnesota",2.48,57.1,20.8,37.4,35.6,6.1,38.1,11.1,53.2,7.4,57.6,41.3,34.5,45.2,25.8,86.76873857,0.251371115,0.422760512,0.045703839,55.39300057,7.495429616
2471,1962.667684,84,164.1,453.5494221,47203,30613,12.5,65.33172182,"(45201, 48021.6]",44.6,43.1,46.4,"Freeborn County, Minnesota",2.33,52.7,15.9,36.6,42.2,5.3,36.7,11.5,61.5,4.9,70.3,51.7,43.6,39.0,19.6,95.12574036,1.129559504,1.307570314,1.074537981,49.27268529,5.846508564
2473,1962.667684,17,159.9,453.5494221,48179,5903,10.5,0.0,"(48021.6, 51046.4]",46.3,44.5,48.2,"Grant County, Minnesota",2.32,60.1,15.7,29.4,44.0,10.9,33.4,14.6,61.1,3.6,73.5,52.3,38.6,41.2,18.7,97.53397081,0.0,0.301962758,0.369065593,55.41501976,8.227848101
2478,1962.667684,123,177.7,453.5494221,48525,45435,14.7,0.0,"(48021.6, 51046.4]",45.9,44.6,47.1,"Itasca County, Minnesota",2.33,58.5,14.7,27.1,52.7,5.5,31.8,15.1,54.2,7.1,69.6,48.9,43.2,40.6,18.9,93.05904661,0.489482736,0.390263262,0.273404771,55.68151859,6.184256155
2482,1962.667684,14,168.3,453.5494221,50372,4424,9.9,0.0,"(48021.6, 51046.4]",48.1,46.7,49.6,"Kittson County, Minnesota",2.28,54.7,16.4,33.9,41.6,8.1,35.0,16.8,60.3,2.8,73.8,54.1,41.5,36.5,16.2,98.10267857,0.602678571,0.200892857,0.089285714,51.67364017,6.869220608
2489,1962.667684,49,163.0,453.5494221,53552,25673,11.5,0.0,"(51046.4, 54545.6]",35.1,33.8,36.5,"Lyon County, Minnesota",2.46,51.3,7.3,23.5,61.3,7.9,35.1,18.6,69.0,5.3,76.7,62.4,51.4,29.5,15.3,89.67664111,2.926183898,3.330868905,2.840577454,50.33139185,5.799293999
2491,1962.667684,15,215.7,453.5494221,39926,5457,19.6,0.0,"(37413.8, 40362.7]",36.3,35.6,37.3,"Mahnomen County, Minnesota",2.71,46.3,27.5,41.0,26.8,4.7,37.1,9.8,56.2,9.2,47.9,32.9,27.7,48.3,30.4,48.76273654,0.564046579,0.436681223,0.709606987,44.27786107,8.348623853
2492,1962.667684,22,148.2,453.5494221,54433,9423,9.6,0.0,"(51046.4, 54545.6]",43.8,43.2,44.3,"Marshall County, Minnesota",2.32,59.4,20.4,35.1,40.0,4.6,37.4,14.5,62.8,4.7,76.8,58.3,46.4,32.1,13.3,97.56690998,0.264466307,0.190415741,0.327938221,54.6809039,6.110201855
2495,1962.667684,63,190.0,453.5494221,48434,25788,12.0,0.0,"(48021.6, 51046.4]",40.3,38.9,41.7,"Mille Lacs County, Minnesota",2.52,51.9,18.4,33.4,38.6,9.6,38.3,10.0,58.4,7.7,69.7,52.2,44.7,38.4,19.2,91.26661242,0.573443372,0.441706381,0.255724747,50.5574358,6.653151493
2496,1962.667684,74,169.5,453.5494221,50685,32775,11.8,0.0,"(48021.6, 51046.4]",41.2,40.0,42.5,"Morrison County, Minnesota",2.43,57.5,16.2,35.1,44.3,4.4,38.6,11.6,63.6,5.8,71.3,53.0,44.5,37.6,18.8,97.19980584,0.543049572,0.503610218,0.260906498,55.11533853,5.734925549
2500,1962.667684,40,138.1,453.5494221,50684,21770,13.0,0.0,"(48021.6, 51046.4]",36.6,35.6,37.6,"Nobles County, Minnesota",2.71,54.1,41.1,29.3,24.9,4.7,34.3,10.1,63.0,6.9,67.3,52.1,42.5,33.3,18.1,80.98399963,3.983953521,5.759210587,7.202471527,53.9275695,7.86717183
2501,1962.667684,19,169.9,453.5494221,51597,6678,13.4,0.0,"(51046.4, 54545.6]",45.4,44.4,47.1,"Norman County, Minnesota",2.4,56.2,14.4,31.8,46.8,7.0,38.5,12.4,57.9,5.1,70.3,50.0,39.2,40.5,18.8,93.21578004,0.508069337,0.403466826,0.941422594,54.91202346,6.289308176
2504,1962.667684,31,174.2,453.5494221,50905,14219,9.3,0.0,"(48021.6, 51046.4]",39.1,36.6,40.3,"Pennington County, Minnesota",2.34,49.7,13.4,27.5,52.8,6.3,36.0,11.8,68.5,3.0,75.5,58.4,52.1,33.9,17.6,93.75620128,1.658398299,0.836286322,0.290574061,45.21959459,5.893845653
2510,1962.667684,9,157.6,453.5494221,48188,4055,9.2,0.0,"(48021.6, 51046.4]",42.3,41.5,42.9,"Red Lake County, Minnesota",2.43,57.5,12.9,34.9,43.5,8.6,40.9,11.8,65.8,3.5,72.9,55.9,49.0,36.0,18.6,94.97660675,0.664860872,0.270869244,0.911105639,54.60565924,10.14120668
2512,1962.667684,42,176.5,453.5494221,54386,14892,11.3,0.0,"(51046.4, 54545.6]",44.5,43.5,45.5,"Renville County, Minnesota",2.34,57.1,16.1,40.8,34.0,9.1,37.5,12.2,62.1,5.0,76.2,55.4,43.1,35.0,15.1,94.04785446,0.75802518,0.58005405,2.768439786,54.09241445,5.738255034
2515,1962.667684,30,158.2,453.5494221,53838,15770,9.2,0.0,"(51046.4, 54545.6]",41.2,41.1,41.3,"Roseau County, Minnesota",2.44,59.7,18.9,40.7,36.8,3.6,37.3,14.2,69.1,2.7,80.4,62.6,55.1,29.6,12.5,93.61511367,0.685238553,2.670509126,0.236951649,56.07787274,6.330669945
2524,1962.667684,49,147.2,453.5494221,43287,24257,17.8,0.0,"(42724.4, 45201]",43.0,42.1,44.0,"Todd County, Minnesota",2.45,58.7,24.4,27.7,43.1,4.9,37.1,11.0,59.6,5.1,66.1,49.5,41.1,37.3,18.4,95.40995667,0.286111338,0.420992398,1.921033271,55.95080801,7.800672834
2527,1962.667684,41,187.9,453.5494221,41909,13875,15.8,0.0,"(40362.7, 42724.4]",43.3,41.6,44.7,"Wadena County, Minnesota",2.35,52.2,22.3,27.7,46.1,3.9,39.3,8.8,54.2,5.2,62.5,42.6,34.6,47.7,25.1,96.39508685,0.952104077,0.581437604,0.181699251,47.68200247,5.574778931
2528,1962.667684,40,163.0,453.5494221,54183,18989,10.1,0.0,"(51046.4, 54545.6]",39.0,38.2,39.6,"Waseca County, Minnesota",2.43,56.8,12.6,48.0,34.7,4.8,35.2,15.4,63.4,4.6,77.0,61.2,52.0,31.6,15.5,93.69888866,2.783602432,0.760117425,0.79157056,56.88737201,6.458604248
2535,194.0,89,212.3,470.0,32327,31254,32.9,671.913995,"[22640, 34218.1]",40.7,38.2,44.1,"Adams County, Mississippi",2.5,37.8,16.7,44.7,36.3,2.3,35.9,11.1,41.4,11.3,46.8,33.3,27.0,46.4,29.2,40.20138216,55.52706464,0.23452891,3.117670972,35.79382487,3.939346569
2537,78.0,33,171.8,425.1,30668,12574,23.2,0.0,"[22640, 34218.1]",45.3,42.6,47.9,"Amite County, Mississippi",2.55,44.8,23.5,44.4,30.3,1.7,36.6,7.4,44.0,12.7,46.1,33.7,29.0,49.3,30.3,57.59345794,42.18068536,0.093457944,0.0,44.77432297,3.098591549
2539,38.0,22,208.7,355.2,30665,8182,25.6,855.5365436,"[22640, 34218.1]",39.8,40.0,39.7,"Benton County, Mississippi",2.83,47.4,16.8,55.3,27.7,0.1,38.1,5.6,44.5,17.1,56.3,42.1,37.0,39.8,18.3,60.99173554,36.34002361,0.0,1.428571429,50.0,0.41322314
2543,106.0,40,198.9,521.3,31616,17328,24.7,0.0,"[22640, 34218.1]",37.7,36.0,39.3,"Chickasaw County, Mississippi",2.63,43.4,24.5,30.1,41.3,4.1,37.3,7.4,48.6,12.2,54.1,37.2,31.6,45.2,24.9,54.75245817,43.40750963,0.379506641,0.36800644,44.69463294,7.273181705
2544,38.0,18,151.2,339.0,34548,8299,24.2,0.0,"(34218.1, 37413.8]",42.8,41.8,44.0,"Choctaw County, Mississippi",2.49,46.8,15.0,19.7,55.8,9.4,33.4,8.3,43.9,14.2,50.6,36.7,28.6,46.8,28.8,67.76394542,31.07493416,0.155614077,0.083792195,44.50499546,4.786324786
2545,43.0,18,175.9,432.6,26083,9150,42.6,0.0,"[22640, 34218.1]",32.7,30.7,33.6,"Claiborne County, Mississippi",2.74,26.2,9.9,33.0,54.8,2.3,29.8,8.5,32.3,17.5,37.9,26.6,23.5,52.9,36.7,13.6227224,84.86602358,0.921757771,0.182207931,25.50125313,5.663430421
2546,100.0,41,191.4,466.5,34910,16006,22.4,0.0,"(34218.1, 37413.8]",41.3,40.4,42.6,"Clarke County, Mississippi",2.51,48.7,16.6,31.1,48.0,4.3,34.4,9.9,48.9,11.7,55.1,41.7,38.3,43.9,25.7,64.18530742,35.02628041,0.073340667,0.067228945,47.61023743,6.761177754
2548,120.0,70,266.7,460.1,28647,24620,35.0,0.0,"[22640, 34218.1]",33.5,31.0,35.2,"Coahoma County, Mississippi",2.62,31.4,16.3,23.6,57.0,3.1,27.6,12.6,46.2,20.3,42.7,31.9,27.8,49.9,34.6,22.61027956,75.89688762,0.566246931,0.134632137,29.76495727,6.156510786
2550,107.0,48,205.1,461.3,31835,19543,26.5,51.1692166,"[22640, 34218.1]",37.6,36.5,38.7,"Covington County, Mississippi",2.76,44.7,21.0,36.5,41.7,0.8,36.8,8.6,43.9,13.7,50.5,37.9,33.5,44.7,28.6,62.79081711,35.85845617,0.179754507,0.097581018,45.0853781,6.243007384
2551,646.0,281,193.9,428.8,58479,173323,10.1,115.3914945,"(54545.6, 61494.5]",36.0,34.8,37.0,"DeSoto County, Mississippi",2.8,52.3,18.1,27.7,46.0,8.1,29.9,15.7,64.3,7.6,72.7,59.6,53.5,25.1,12.5,71.44840022,23.86319149,1.328698706,1.023809806,53.63939343,4.636235598
2559,209.0,85,224.6,560.5,26048,31730,34.9,0.0,"[22640, 34218.1]",39.2,37.8,40.7,"Knox County, Kentucky",2.5,47.5,20.0,45.2,33.8,1.1,40.7,5.5,37.8,15.7,40.3,30.2,27.6,55.5,38.7,97.27435631,1.156905278,0.028293879,0.028293879,45.63246972,4.863950374
2560,86.0,35,192.6,505.2,40312,14241,18.0,0.0,"(37413.8, 40362.7]",40.6,39.5,42.7,"Larue County, Kentucky",2.6,49.4,9.6,47.8,38.7,4.0,43.1,6.7,50.8,9.3,57.7,41.9,35.9,46.8,26.7,92.44469574,3.498480458,0.325111315,1.809315146,51.95195195,5.039267016
2561,345.0,138,216.7,531.7,34678,60094,24.7,0.0,"(34218.1, 37413.8]",38.5,37.8,39.4,"Laurel County, Kentucky",2.54,52.9,16.1,42.1,36.1,5.7,37.9,6.8,47.0,12.4,53.3,40.6,34.0,43.8,27.7,97.20172047,0.863583873,0.557312848,0.100416729,51.63615956,5.76001128
2568,78.0,30,211.7,578.6,42892,9316,14.1,0.0,"(42724.4, 45201]",45.9,45.6,46.2,"Livingston County, Kentucky",2.44,61.1,22.7,43.6,31.3,2.5,46.9,4.9,49.8,6.7,67.4,49.7,44.0,40.9,20.7,97.6900149,0.191611667,0.404513519,0.010645093,59.77522216,1.418067227
2569,175.0,68,206.8,538.0,41150,26910,16.9,0.0,"(40362.7, 42724.4]",40.5,39.0,41.8,"Logan County, Kentucky",2.44,52.2,20.3,43.8,31.2,4.8,40.3,8.3,49.4,7.7,60.1,45.0,38.7,39.2,22.1,90.51059551,6.41316897,0.022345536,0.744851216,48.56485741,4.897396103
2576,110.0,44,193.4,510.2,39089,19365,21.8,0.0,"(37413.8, 40362.7]",38.8,38.0,39.6,"Marion County, Kentucky",2.51,49.9,15.9,48.5,33.0,2.6,44.8,8.1,50.7,9.2,65.5,51.6,46.4,37.3,20.9,88.51752295,8.779226049,0.852056601,1.014353096,49.87153482,7.024889509
2582,143.0,57,206.3,536.1,43945,21407,17.6,0.0,"(42724.4, 45201]",42.6,40.7,44.7,"Mercer County, Kentucky",0.024,56.4,11.9,46.8,37.7,3.6,38.8,10.9,54.4,11.5,66.0,49.6,44.0,38.0,20.6,92.84977978,3.767219567,0.473245244,1.082372786,53.73980054,5.675616678
2591,301.0,85,163.6,519.6,92097,64875,5.5,0.0,"(61494.5, 125635]",39.6,39.2,39.9,"Oldham County, Kentucky",2.98,57.5,17.4,32.6,42.1,7.9,23.0,24.1,60.5,4.3,85.1,72.5,64.4,20.0,8.5,90.34852547,4.2229167,1.365864492,1.521328743,68.27869684,4.704009263
2593,31.0,16,263.1,493.7,23047,4461,45.1,0.0,"[22640, 34218.1]",43.0,42.6,43.9,"Owsley County, Kentucky",2.56,52.7,33.0,35.9,29.3,1.8,34.6,8.5,31.8,8.8,35.9,26.6,21.9,59.3,41.4,96.07885615,1.083188908,0.888214905,0.173310225,42.63959391,4.527559055
2594,81.0,31,188.1,497.1,47023,14408,15.6,0.0,"(45201, 48021.6]",41.5,40.7,42.2,"Pendleton County, Kentucky",2.67,55.5,10.7,47.6,31.4,10.3,47.9,7.2,56.2,6.4,67.0,53.8,49.5,36.5,21.2,98.15350696,0.571861651,0.0,0.0,56.23599701,5.568862275
2597,91.0,40,292.5,630.4,32783,12269,26.7,0.0,"[22640, 34218.1]",38.4,38.1,38.9,"Powell County, Kentucky",2.56,45.4,30.1,40.9,26.7,2.4,40.7,6.1,44.5,8.3,52.9,40.7,36.2,46.2,29.8,96.93098739,0.409737286,0.345464771,0.626657026,42.68932243,5.682216766
2606,92.0,30,180.9,530.2,67437,17894,8.8,0.0,"(61494.5, 125635]",40.5,40.7,40.3,"Spencer County, Kentucky",2.72,64.1,12.8,36.9,47.2,3.1,35.6,12.7,62.6,6.4,78.9,65.3,61.5,25.2,12.3,96.06303692,1.490584286,0.403936963,0.102406554,66.0330321,6.220984215
2608,63.0,25,183.7,453.4,40002,12531,19.3,0.0,"(37413.8, 40362.7]",36.9,36.1,38.2,"Todd County, Kentucky",2.7,53.7,19.3,44.2,35.1,1.4,41.9,6.3,48.9,8.5,52.5,38.5,31.8,39.6,24.4,85.81922708,8.455764931,0.047908017,4.175982114,52.7479746,6.25698324
